CENSUS_YEAR;WARD;DWELLING_TYPE;DWELLING_TYPE_CODE;DWELLING_TYPE_DESCRIPTION;DWELLING_CNT;RESIDENT_CNT;OCPD_DWELLING_CNT;VACANT_DWELLING_CNT;OCPD_OWNERSHIP_CNT;RENOVATION_DWELLING_CNT;UNDER_CONST_DWELLING_CNT;INACTIVE_CNT;OTHER_PURPOSE_CNT
01/01/2011 12:00:00 AM;10;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;6;16;6;0;1;0;0;0;0
01/01/2011 12:00:00 AM;10;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;2;302;2;0;0;0;0;0;0
01/01/2011 12:00:00 AM;10;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;3;55;3;0;0;0;0;0;0
01/01/2011 12:00:00 AM;10;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;4;66;2;1;0;0;0;1;0
01/01/2011 12:00:00 AM;11;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,798;45,861;17,173;369;15,467;118;102;29;7
01/01/2011 12:00:00 AM;11;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,734;5,991;2,558;113;1,558;11;47;3;2
01/01/2011 12:00:00 AM;11;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;238;417;233;5;38;0;0;0;0
01/01/2011 12:00:00 AM;11;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;9,518;13,603;8,811;646;2,816;12;0;24;25
01/01/2011 12:00:00 AM;11;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;5,090;10,515;4,884;151;3,182;16;30;1;8
01/01/2011 12:00:00 AM;11;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;758;900;578;76;33;14;4;86;0
01/01/2011 12:00:00 AM;11;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;1;4;1;0;0;0;0;0;0
01/01/2011 12:00:00 AM;11;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;16;20;14;0;0;0;0;0;2
01/01/2011 12:00:00 AM;11;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;13;32;9;4;5;0;0;0;0
01/01/2011 12:00:00 AM;11;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;12;1,727;12;0;0;0;0;0;0
01/01/2011 12:00:00 AM;11;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;6;41;4;2;0;0;0;0;0
01/01/2011 12:00:00 AM;12;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;22,062;63,655;21,017;337;19,456;16;575;16;101
01/01/2011 12:00:00 AM;12;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,370;2,849;1,261;17;1,093;0;77;0;15
01/01/2011 12:00:00 AM;12;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;13;33;13;0;13;0;0;0;0
01/01/2011 12:00:00 AM;12;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,598;2,353;1,385;52;975;0;152;0;9
01/01/2011 12:00:00 AM;12;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,364;4,135;2,028;82;1,506;0;236;5;13
01/01/2011 12:00:00 AM;12;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;7;13;6;0;2;0;0;1;0
01/01/2011 12:00:00 AM;12;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;23;28;16;1;0;0;0;6;0
01/01/2011 12:00:00 AM;12;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;71;74;60;8;1;0;0;2;1
01/01/2011 12:00:00 AM;12;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;2;276;2;0;0;0;0;0;0
01/01/2011 12:00:00 AM;12;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;2;0;0;2;0;0;0;0;0
01/01/2011 12:00:00 AM;13;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,395;64,387;20,970;295;19,209;48;62;10;10
01/01/2011 12:00:00 AM;13;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,252;2,740;1,200;31;997;4;16;0;1
01/01/2011 12:00:00 AM;13;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;3;7;3;0;3;0;0;0;0
01/01/2011 12:00:00 AM;13;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;3,946;5,805;3,352;204;2,167;110;270;7;3
01/01/2011 12:00:00 AM;13;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,222;6,706;3,078;114;2,109;3;21;4;2
01/01/2011 12:00:00 AM;13;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;3;1;1;1;0;0;0;1;0
01/01/2011 12:00:00 AM;13;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;153;217;130;12;12;0;0;10;1
01/01/2011 12:00:00 AM;13;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;1;0;0;0;0;0;0;1;0
01/01/2011 12:00:00 AM;13;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;0;0;0;0;0;0;0;1
01/01/2011 12:00:00 AM;13;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;3;402;3;0;0;0;0;0;0
01/01/2011 12:00:00 AM;13;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;63;1;0;1;0;0;0;0
01/01/2011 12:00:00 AM;13;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;4;1;0;0;0;0;0;0
01/01/2011 12:00:00 AM;14;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;20,221;58,414;19,689;253;18,318;44;190;12;33
01/01/2011 12:00:00 AM;14;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,489;3,433;1,405;34;1,120;7;34;3;6
01/01/2011 12:00:00 AM;14;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;17;41;16;1;0;0;0;0;0
01/01/2011 12:00:00 AM;14;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,197;3,155;2,067;113;978;2;0;8;7
01/01/2011 12:00:00 AM;14;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,536;5,341;2,357;71;1,396;80;21;4;3
01/01/2011 12:00:00 AM;14;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;3;4;3;0;2;0;0;0;0
01/01/2011 12:00:00 AM;14;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;112;146;86;8;8;2;0;16;0
01/01/2011 12:00:00 AM;14;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;1;3;1;0;0;0;0;0;0
01/01/2011 12:00:00 AM;14;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;2;10;2;0;1;0;0;0;0
01/01/2011 12:00:00 AM;14;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;4;697;4;0;0;0;0;0;0
01/01/2011 12:00:00 AM;14;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;4;7;2;2;0;0;0;0;0
01/01/2010 12:00:00 AM;1;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;20,936;59,184;20,434;348;18,673;60;69;11;14
01/01/2010 12:00:00 AM;1;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,063;4,688;1,961;75;1,151;6;17;4;0
01/01/2010 12:00:00 AM;1;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;65;97;61;4;7;0;0;0;0
01/01/2010 12:00:00 AM;1;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;5,008;8,056;4,746;188;1,367;6;54;3;11
01/01/2010 12:00:00 AM;1;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,728;7,393;3,542;167;2,070;16;0;3;0
01/01/2010 12:00:00 AM;1;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;503;943;482;18;461;3;0;0;0
01/01/2010 12:00:00 AM;1;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;764;1,130;624;78;51;1;1;59;1
01/01/2010 12:00:00 AM;1;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;6;653;5;1;0;0;0;0;0
01/01/2010 12:00:00 AM;1;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;10;8;6;2;0;0;0;2;0
01/01/2010 12:00:00 AM;1;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;10;100;10;0;2;0;0;0;0
01/01/2010 12:00:00 AM;1;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;6;663;5;0;1;0;1;0;0
01/01/2010 12:00:00 AM;1;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;13;54;11;1;0;0;0;0;1
01/01/2010 12:00:00 AM;1;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;10;40;7;3;0;0;0;0;0
01/01/2010 12:00:00 AM;2;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;19,106;58,658;18,209;266;16,921;24;541;15;51
01/01/2010 12:00:00 AM;2;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;830;1,717;779;23;651;3;23;0;2
01/01/2010 12:00:00 AM;2;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,803;2,618;1,607;110;1,077;1;80;0;5
01/01/2010 12:00:00 AM;2;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,406;5,132;2,286;78;1,633;1;38;1;2
01/01/2010 12:00:00 AM;2;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;312;495;302;9;297;0;0;0;1
01/01/2010 12:00:00 AM;2;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;89;120;72;10;8;1;0;6;0
01/01/2010 12:00:00 AM;2;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;0;0;0;0;0;0;1;0
01/01/2010 12:00:00 AM;2;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;1;104;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;2;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;4;1,117;4;0;0;0;0;0;0
01/01/2010 12:00:00 AM;3;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,756;74,112;20,750;448;18,524;15;458;22;63
01/01/2010 12:00:00 AM;3;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,152;2,815;1,075;14;922;0;55;0;8
01/01/2010 12:00:00 AM;3;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;96;166;91;4;37;0;0;1;0
01/01/2010 12:00:00 AM;3;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,287;3,656;2,062;96;1,338;0;102;19;8
01/01/2010 12:00:00 AM;3;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;1,752;3,640;1,563;64;1,191;0;117;1;7
01/01/2010 12:00:00 AM;3;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;3;4;2;0;2;0;0;0;1
01/01/2010 12:00:00 AM;3;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;495;976;390;90;30;1;0;14;0
01/01/2010 12:00:00 AM;3;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;1;2;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;3;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;2;189;2;0;0;0;0;0;0
01/01/2010 12:00:00 AM;3;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;6;1;1;4;0;0;1;0;0
01/01/2010 12:00:00 AM;4;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;21,583;62,592;21,150;343;18,923;60;9;15;6
01/01/2010 12:00:00 AM;4;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,815;6,943;2,678;109;1,504;13;4;9;2
01/01/2010 12:00:00 AM;4;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;47;72;38;9;5;0;0;0;0
01/01/2010 12:00:00 AM;4;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;2,382;3,416;2,189;121;623;44;18;4;6
01/01/2010 12:00:00 AM;4;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,623;10,577;4,418;191;2,360;9;0;3;2
01/01/2010 12:00:00 AM;4;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;126;240;123;1;117;0;0;2;0
01/01/2010 12:00:00 AM;4;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,231;1,443;883;209;50;15;0;124;0
01/01/2010 12:00:00 AM;4;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;4;6;4;0;0;0;0;0;0
01/01/2010 12:00:00 AM;4;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;3;3;2;0;0;0;0;1;0
01/01/2010 12:00:00 AM;4;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;1;132;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;4;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;1;0;0;1;0;0;0;0;0
01/01/2010 12:00:00 AM;5;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;16,416;54,731;15,830;489;13,133;64;2;24;7
01/01/2010 12:00:00 AM;5;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,870;8,098;2,708;144;1,684;8;0;9;1
01/01/2010 12:00:00 AM;5;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;1;1;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;5;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;1,421;2,281;1,250;169;353;0;0;0;2
01/01/2010 12:00:00 AM;5;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;3,425;9,140;3,263;150;1,446;6;0;3;3
01/01/2010 12:00:00 AM;5;MANUFACTURED HOME;6;A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.;302;514;287;6;282;0;9;0;0
01/01/2010 12:00:00 AM;5;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;1,470;2,333;1,057;252;65;8;0;153;0
01/01/2010 12:00:00 AM;5;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;2;10;2;0;1;0;0;0;0
01/01/2010 12:00:00 AM;5;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;1;2;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;5;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;2;1;0;1;0;0;0;0
01/01/2010 12:00:00 AM;5;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;3;326;3;0;0;0;0;0;0
01/01/2010 12:00:00 AM;5;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;0;0;0;0;0;0;0;1
01/01/2010 12:00:00 AM;5;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;16;68;9;6;0;0;1;0;0
01/01/2010 12:00:00 AM;6;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,930;54,165;17,222;275;16,079;44;345;22;22
01/01/2010 12:00:00 AM;6;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,243;4,737;2,134;50;1,634;10;39;2;8
01/01/2010 12:00:00 AM;6;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;49;109;47;2;3;0;0;0;0
01/01/2010 12:00:00 AM;6;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;4,885;7,348;4,665;194;2,590;7;1;3;15
01/01/2010 12:00:00 AM;6;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;4,568;8,506;4,175;163;3,184;7;160;54;9
01/01/2010 12:00:00 AM;6;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;270;323;186;50;14;6;1;27;0
01/01/2010 12:00:00 AM;6;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;1;5;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;6;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;5;447;5;0;0;0;0;0;0
01/01/2010 12:00:00 AM;6;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;1;2;1;0;0;0;0;0;0
01/01/2010 12:00:00 AM;7;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;17,586;41,226;16,636;617;12,961;113;108;60;52
01/01/2010 12:00:00 AM;7;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;2,795;6,189;2,559;156;1,429;13;52;11;4
01/01/2010 12:00:00 AM;7;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;291;391;264;18;13;8;0;0;1
01/01/2010 12:00:00 AM;7;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;13,343;16,649;11,174;794;2,982;151;838;313;73
01/01/2010 12:00:00 AM;7;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,641;5,180;2,472;116;1,277;10;35;4;4
01/01/2010 12:00:00 AM;7;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,824;3,238;2,077;417;63;30;3;285;12
01/01/2010 12:00:00 AM;7;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;5;53;4;0;1;0;0;1;0
01/01/2010 12:00:00 AM;7;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;87;49;31;1;4;0;40;14;1
01/01/2010 12:00:00 AM;7;OTHER - RESIDENTIAL;10;Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.;11;100;11;0;2;0;0;0;0
01/01/2010 12:00:00 AM;7;NURSING HOME, AUXILLARY HOSPITAL LODGE;11;A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.;9;1,351;9;0;0;0;0;0;0
01/01/2010 12:00:00 AM;7;OTHER - INSTITUTIONS;12;A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.;2;55;2;0;1;0;0;0;0
01/01/2010 12:00:00 AM;7;HOTELS, MOTELS  RESIDENCE;13;A structure that provides lodging.;35;1,956;14;16;0;0;1;4;0
01/01/2010 12:00:00 AM;8;SINGLE FAMILY HOME;1;A structure originally designed and built to contain a single dwelling unit.;9,182;20,710;8,508;381;6,458;114;44;75;60
01/01/2010 12:00:00 AM;8;DUPLEX;2;A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.;1,950;4,136;1,767;110;928;11;43;14;5
01/01/2010 12:00:00 AM;8;MULTI-PLEX;3;A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.;208;306;185;14;24;9;0;0;0
01/01/2010 12:00:00 AM;8;APARTMENT;4;A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.;34,116;44,418;29,002;2,410;8,156;399;1,670;407;228
01/01/2010 12:00:00 AM;8;TOWN HOUSE;5;A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.;2,271;4,180;2,039;134;1,017;6;21;61;10
01/01/2010 12:00:00 AM;8;CONVERTED STRUCTURE;7;The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.;2,130;2,461;1,580;290;85;29;1;216;14
01/01/2010 12:00:00 AM;8;COMMUNAL HOUSING;8;A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.;14;113;11;0;1;1;1;1;0
01/01/2010 12:00:00 AM;8;RESIDENCE IN COMMERCIAL STRUCTURE;9;A structure that is primarily commercial but which also contains one or two dwelling units.;85;89;57;11;6;3;2;2;10
